t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,malware
82,208,187,208,172,117,172,208,16,208,82,108,208,172,117,208,198,73,286,194,286,73,286,194,286,127,60,81,208,187,208,274,158,266,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,240,117,60,81,71,56,172,117,240,117,240,117,240,117,208,117,208,35,240,117,260,35,117,35,56,240,178,215,117,35,106,171,260,141,65,260,117,240,117,35,225,35,225,215,275,240,117,31,117,215,260,1
208,286,76,110,240,117,208,187,208,198,208,228,172,117,172,117,35,47,240,117,60,81,60,81,172,117,35,60,81,60,81,215,274,158,194,158,194,158,194,158,194,35,112,13,208,228,208,228,208,112,60,81,60,81,35,208,240,117,60,81,172,60,81,60,81,225,35,225,35,225,35,225,215,260,275,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141,65,260,225,35,225,35,240,117,1
286,172,117,85,208,187,208,240,85,240,85,71,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,240,172,85,240,117,172,85,240,117,110,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,240,117,71,297,135,171,215,112,117,56,240,117,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,1
82,172,117,16,2,47,2,47,2,260,141,65,47,2,47,2,47,208,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,95,215,119,1
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,208,35,243,286,172,117,56,111,13,172,117,112,172,117,274,158,215,274,158,215,117,172,117,56,215,240,60,25,208,260,202,260,141,215,240,117,71,297,135,171,215,260,202,260,141,215,202,260,141,215,260,202,260,141,215,202,260,141,215,260,202,260,141,215,202,260,141,215,260,202,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,87,14,159,14,65,260,141,65,260,141,65,260,141,65,31,224,82,261,159,224,82,172,117,260,2,140,81,159,224,82,159,224,82,261,208,240,117,260,40,209,159,224,82,209,260,40,209,1
82,172,117,16,60,81,140,248,120,297,252,215,198,73,297,264,208,73,8,73,8,264,73,8,264,8,73,8,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,264,208,187,73,8,264,8,73,8,208,264,208,264,208,264,208,297,93,73,8,264,8,73,8,208,252,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,208,243,35,286,76,13,208,110,13,215,274,158,215,274,158,215,35,208,240,117,208,240,117,208,187,208,198,172,117,172,117,240,117,71,297,135,171,215,35,172,117,275,240,80,240,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,159,208,224,82,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,1
82,172,117,16,215,81,208,81,228,117,228,240,117,228,94,159,228,208,187,228,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,215,274,35,65,35,240,117,240,117,82,112,123,65,240,117,198,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,240,117,240,117,240,117,240,117,93,240,117,172,117,172,117,16,125,228,208,240,117,82,198,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,198,208,187,208,240,117,240,117,240,117,82,37,158,215,240,117,275,37,240,117,240,117,198,240,117,240,117,82,172,117,208,93,208,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,35,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,2,140,81,261,208,240,117,159,224,82,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1
82,240,117,240,117,172,117,172,117,16,117,228,208,240,117,82,198,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,198,208,187,208,240,117,240,117,240,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,225,35,11,117,28,117,225,35,230,240,117,89,192,89,133,1
208,286,76,110,240,117,208,187,208,198,208,228,172,117,172,117,35,47,240,117,60,81,60,81,172,117,35,60,81,60,81,215,274,158,194,158,194,158,194,158,194,35,112,13,208,228,208,228,208,112,208,187,135,171,208,271,240,117,11,117,297,93,8,199,183,199,118,135,171,215,34,208,35,208,35,208,240,117,60,81,225,35,225,35,286,240,286,117,286,240,286,117,286,240,286,117,240,117,112,172,1
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,31,35,208,274,158,215,274,158,215,297,125,215,297,215,67,112,123,65,286,20,34,215,286,20,185,274,158,215,274,158,215,240,117,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,192,89,133,112,123,65,20,34,215,67,291,81,140,240,117,248,50,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,71,25,71,275,260,240,117,141,65,260,141,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,240,82,260,141,65,260,141,65,260,141,159,224,82,141,65,31,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,261,159,224,82,159,224,82,159,224,82,1
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,208,35,243,286,172,117,56,2,142,172,117,260,16,172,117,274,158,215,274,158,215,274,158,215,274,158,215,117,172,117,56,215,240,110,240,208,187,208,198,172,117,172,117,240,117,71,297,135,171,215,35,172,117,275,240,80,60,20,215,194,71,25,71,275,260,240,117,141,65,260,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,71,25,71,275,260,240,117,141,65,260,141,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,159,224,82,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,25,172,117,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,159,141,260,224,82,260,141,260,141,260,141,260,141,260,141,260,141,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,172,117,172,117,271,208,187,240,172,117,243,159,243,159,243,159,243,159,243,159,243,1
82,240,117,240,117,240,117,16,198,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,11,117,28,117,230,240,117,208,89,192,89,133,208,89,225,35,225,35,260,141,293,208,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,71,260,25,71,275,260,240,117,260,65,141,65,260,141,65,260,141,65,86,99,71,215,240,117,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,159,141,260,224,82,260,141,260,141,260,141,260,141,260,141,260,1
82,172,117,16,208,228,117,228,240,117,34,228,159,208,228,208,187,228,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,215,274,35,65,35,240,117,240,117,260,141,65,260,141,65,198,172,117,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,172,117,260,141,65,172,117,240,117,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,208,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,1
208,240,117,208,82,198,208,187,208,240,117,240,117,274,158,215,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,240,117,228,82,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,172,117,172,117,172,117,108,172,117,106,171,37,240,117,37,215,158,37,215,240,117,37,158,215,117,144,194,37,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
208,187,172,117,208,187,208,187,208,187,208,187,208,187,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,240,117,172,117,172,117,172,117,172,117,172,198,208,187,208,240,117,112,76,208,76,35,172,117,108,208,187,208,172,117,240,117,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,187,208,1
208,286,76,110,240,117,208,187,208,198,208,228,172,117,172,117,35,47,240,117,60,81,60,81,172,117,35,60,81,60,81,215,274,158,194,158,194,158,194,158,194,35,112,13,208,228,208,228,208,112,208,187,135,171,208,271,240,117,11,117,297,93,8,199,183,199,118,135,171,215,34,208,35,208,35,208,240,117,60,81,225,35,225,208,35,225,35,225,35,225,215,260,275,240,117,31,117,215,260,141,1
208,240,117,208,82,198,208,187,208,240,117,240,117,274,158,215,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,240,117,228,82,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,172,117,172,117,172,117,108,172,117,106,171,37,240,117,37,215,158,37,215,240,117,37,158,215,117,144,194,37,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,159,141,65,260,141,65,31,224,82,159,224,82,261,172,117,260,159,224,82,2,140,81,159,224,82,159,224,82,261,208,240,117,260,40,209,260,40,209,260,141,1
82,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,215,274,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,87,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,159,260,141,260,141,224,82,141,260,141,260,141,260,141,1
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,82,16,208,16,172,117,240,117,208,187,208,198,172,117,172,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,35,172,117,275,240,80,31,60,215,240,208,271,293,256,25,297,199,264,199,264,199,264,199,297,199,264,215,271,71,25,71,275,260,240,117,141,65,260,141,65,86,1
82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,82,240,117,82,31,260,141,65,286,194,286,297,135,171,240,117,11,117,208,117,28,117,11,117,270,117,301,117,178,215,208,215,274,158,215,274,158,215,240,117,71,297,135,171,215,208,215,208,172,117,274,215,106,171,260,141,65,240,117,1
208,286,76,110,240,117,208,187,208,198,208,228,172,117,172,117,35,47,240,117,60,81,60,81,172,117,35,60,81,60,81,215,274,158,194,158,194,158,194,158,194,35,112,13,208,228,208,228,208,112,208,60,81,60,81,35,208,240,117,60,81,208,56,71,56,172,117,240,117,240,117,35,194,257,114,215,35,194,257,114,215,35,194,257,114,215,35,194,257,114,215,35,208,260,208,35,208,35,208,35,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,35,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,297,8,199,264,274,158,215,274,158,215,260,87,260,65,14,65,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,240,117,35,60,81,208,187,208,274,158,266,208,60,81,60,81,240,117,71,297,135,171,215,35,215,260,275,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141,65,260,172,60,35,60,81,60,81,172,35,1
16,110,240,117,240,117,240,117,240,117,240,117,240,117,172,117,99,260,141,65,240,117,240,117,240,117,263,215,263,215,263,215,263,215,263,215,263,215,263,215,263,215,274,158,215,274,158,215,240,117,71,297,135,171,215,48,208,112,113,112,123,65,112,123,65,112,123,65,113,112,123,65,112,123,65,112,123,65,113,112,123,65,112,123,65,112,123,65,113,112,123,65,112,123,65,112,123,65,113,112,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,25,172,117,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,1
